Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave color,slave status,Location,Location City,Ad Transcription,Observations,,,,,,,,,,,,
67,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,compra,procurando serviço,1,,,,,pedreiro,,,M,,,escravo,"Rua da Alfândega, 45",,"COMPRA-SE, para a freguezia de Barreiro, hum official de pedreiro que seja perito no officio; e não se duvida pagar segunda o seu merecimento: quem o tiver e quizer vender dirija-se á rua da Alfândega n. 45. ",,,,,,,,,,,,,
68,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,fuga,,1,,,,,,Joanna,Moçambique,F,,,liberta,"Rua de El-Rei, entre a rua Direita e o Largo Municipal; Nitherohy ou Rua do Hospício, 251",Niteroi,"FUGIO, no dia 31 de dezembro do anno proximo passado, da cidade de Nitherohy, casa da rua de El-Rei, entre a rua Direita e o Largo Municipal, a Africana liberta de nome Joanna, nação Moçambique; levou vestida camisa de algodão americano e vestido de chita escura, levando na mão huma lata de folha, e na cabeça huma terrinha de louça: quem da mesma der noticia certa ou levar à rua do Hospício desta côrte , casa n. 251, ou àquella cidade, será gratificado. ",,,,,,,,,,,,,
69,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,2,,,,,ama de leite,,,F,,preta,escrava,"Rua do Hospício, 190",,"VENDE-SE, na rua do Hospício n. 190, huma preta com muito e bom leite do segundo parto, e com huma cria fêmea muito bonita, nascida ha quarenta dias.",,,,,,,,,,,,,
70,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,,,,,carpinteiro,,,M,,pardo,escravo,"Rua Direita, 125",,"VENDE-SE hum pardo official de carpinteiro, de idade 19 annos, sem vicio nem defeito algum, chegado recentemente da provincia de S. Paulo. O motivo da venda não desagradará o comprador. Trata-se na rua Direita n. 125, 1º andar.",,,,,,,,,,,,,
71,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,,,,,"costureira, serviços domésticos",,,F,,negra,escrava,"Rua de S. Diogo, 7",,"VENDE-SE huma bonita negrinha de 13 annos, que cose e faz o serviço de casa; na rua de S. Diogo n. 7, loja.",,,,,,,,,,,,,
72,Jornal do Commercio,5,4,http://memoria.bn.br/docreader/364568_03/20,7-Jan-1840,venda,oferecendo serviço,1,280$000,,,,"lavadeira, costureira, mascateadeira de fazendas",,,F,,preta,escrava,"Rua do Piolho, 40",,"VENDE-SE por 280$ huma preta que lava e cose, he mascateadeira de fazendas; na rua do Piolho n. 40.",,,,,,,,,,,,,
73,Jornal do Commercio,5,4,http://memoria.bn.br/docreader/364568_03/20,7-Jan-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,negra,escrava,"Rua das Flores, 46",,VENDE-SE huma negra que sabe lavar e engommar com perfeição e também cozinha; rua das Flores n. 46.,,,,,,,,,,,,,
74,Jornal do Commercio,5,4,http://memoria.bn.br/docreader/364568_03/20,7-Jan-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,17,preta,escrava,"Rua da Alfândega, 295",,"VENDE-SE huma preta de 17 a 18 annos, de boa conducta, lava, cozinha; engomma sem perfeição e à vista se dirá o motivo ao comprador; rua d'Alfândega n. 295.",,,,,,,,,,,,,
75,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,,escrava,"Rua dos Ciganos, 23",,"VENDE-SE huma bonita mocamba recolhida, na rua dos Ciganos n. 23, das 8 horas por diante.",,,,,,,,,,,,,
76,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Ouvidor, 17",,"VENDE-SE, na rua do Ouvidor n. 17, hum preto ainda moço, proprio para qualquer serviço.",,,,,,,,,,,,,
77,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua da Cadeia, 54",,"VENDE-SE huma preta de 23 annos, gravida de 7 mezes; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
78,Jornal do Commercio,5,3,http://memoria.bn.br/docreader/364568_03/19,7-Jan-1840,venda,oferecendo serviço,1,380$000,,,,,,,M,,preto,escravo,"Rua da Cadeia, 54",,"VENDE-SE hum preto peça, alto e semdefeito, por 380$000 réis, sendo para fora da provincia; na rua da Cadêa n. 54.",,,,,,,,,,,,,
79,Jornal do Commercio,5,4,http://memoria.bn.br/docreader/364568_03/20,7-Jan-1840,venda,oferecendo serviço,3,,,,,,,,M,13,,escravos,"Rua da Alfândega, 293",,VENDEM-SE tres lindos moleques de 13 a 17 annos; rua da Alfândega n. 293.,,,,,,,,,,,,,
80,Jornal do Commercio,5,4,http://memoria.bn.br/docreader/364568_03/20,7-Jan-1840,venda ,oferecendo serviço,1,,,,,"alfaiate, carpinteiro, cozinheiro, pajem",,Crioulo,M,,pardo,escravo,"Rua do Espírito Santo, 39",,"VENDE-SE hum escravo pardo, filho do Rio Grande, de idade 17 para 18 annos, reforçado e bem reforçado, que cose de alfaiate e trabalha de carpinteiro; he muito humilde, bom cozinheiro, menos de massas, serve bem a huma mesa, he bom pagem, monta a cavalo, e he muito habilidoso para todo o serviço: quem o pretender dirija-se à rua do Espirito Santo n. 39.",,,,,,,,,,,,,
81,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua do Rosário, 122 ",,"ALUGA-SE, na rua do Rosário n. 122, huma rapariga criança, para ama de leite; adverte-se que não se aluga senão para casa muito capaz, por ser rapariga que nunca sahio à rua.",,,,,,,,,,,,,
82,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua da Praia do Peixe, 21",,"ALUGA-SE huma preta com muito e bom leite; na rua da Praia do Peixe, sobrado 21.",,,,,,,,,,,,,
83,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua do Rosário, 39",,"ALUGA-SE, na rua do Rosário n. 39, huma ama sem cria, com muito bom leite, parida de pouco tempo, e muito carinhosa para crianças; quem precisar dirija-se ao n. acima.",,,,,,,,,,,,,
84,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,"ama de leite, lavadeira, engomadeira",,Crioula,F,17,,escrava,"Rua de Matacavalos, 13",,"ALUGA-SE huma excellente ama, crioula, de 17 annos de idade, com leite de 9 mezes, do primeiro parto, limpa, robusta e sadia; sabendo bem lavar e engommar liso, e fazer todo o mais serviço proprio para o fim a que se destina: procure-se na rua de Matacavallos n. 13, de manhãa até às 8 1/2 horas, e de tarde das 4 horas em diante.",,,,,,,,,,,,,
85,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,procurando serviço,1,,,,,"costureira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua do Fogo, 7",,"PRECISA-SE alugar huma preta que vale, cozinhe, engomme e cosa; na rua do Fogo n. 7.",,,,,,,,,,,,,
86,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,procurando serviço,1,,,,,"cozinheira, serviços domésticos",,,F,,preta,escrava,"Rua do Ouvidor, 118",,"PRECISA-SE alugar huma preta de meia idade, que saiba bem cozinhar e entenda do arranjo de huma casa; na rua do Ouvidor n. 118.",,,,,,,,,,,,,
87,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira, engomadeira",,,F,,preta,escrava,"Rua da Prainha, 96",,"ALUGA-SE huma preta que sabe lavar, cozinhar e engommar, de portas a dentro; na rua da Prainha n. 96.",,,,,,,,,,,,,
88,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, compradora, cozinheira",,,F,,preta,escrava,"Rua dos Ciganos, 64",,"ALUGA-SE huma preta escrava, que sabe lavar perfeitamente, engommar liso, comprar e cozinhar, e fazer todo o arranjo de huma casa, e cuja conducta se affiança. Quem della precisar dirija-se à rua dos Ciganos n. 64.",,,,,,,,,,,,,
89,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,"mocamba, costureira",,Crioula,F,13,,escrava,"Rua da Prainha, 96",,"ALUGA-SE huma crioula mocamba recolhida, com treze annos de idade, para coser em casa de alguma senhora franceza; na rua da Prainha n. 96.",,,,,,,,,,,,,
90,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,procurando serviço,>1,,,,,oleiros,,,M,,pretos,escravos,"Rua da Conceição, 76",,"PRETENDE se alugar alguns pretos bons oleiros, para o distrito de Angra dos Reis, e assegura-se-lhes serviço para hum anno; quem os tiver procure na rua da Conceição, n. 76.",,,,,,,,,,,,,
91,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,oferecendo serviço,1,,,,,pajem,,,M,,,escravo,"Rua de S. José, 33",,"ALUGA-SE hum moleque pagem, para casa estrangeira; na rua de S. José n. 33.",,,,,,,,,,,,,
92,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel,procurando serviço,1,,,,,,,,M,,preto,escravo,"Rua da Quitanda, 12",,PRECISA-SE alugar hum preto para todo o serviço; na rua da Quitanda n. 12.,,,,,,,,,,,,,
93,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel/venda,oferecendo serviço,2,,,,,cozinheiros,,,M,,pretos,escravos,"Rua do Valongo, 43",,"ALUGAO-SE dous pretos que cozinhão o ordinario, e dous pretos para todo o serviço, e se vende huma preta crioula sabendo lavar, engommar e coser; na rua do Valongo n. 43.",,,,,,,,,,,,,
94,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel/venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, costureira",,Crioula,F,,preta,escrava,"Rua do Valongo, 43",,"ALUGAO-SE dous pretos que cozinhão o ordinario, e dous pretos para todo o serviço, e se vende huma preta crioula sabendo lavar, engommar e coser; na rua do Valongo n. 43.",,,,,,,,,,,,,
95,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,aluguel/venda,oferecendo serviço,2,,,,,,,,M,,pretos,escravos,"Rua do Valongo, 43",,"ALUGAO-SE dous pretos que cozinhão o ordinario, e dous pretos para todo o serviço, e se vende huma preta crioula sabendo lavar, engommar e coser; na rua do Valongo n. 43.",,,,,,,,,,,,,
96,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,compra,procurando serviço,1,,,,,boleeiro,,,M,,,escravo,"Rua Nova de São Bento, 40",,"QUEM tiver para vender hum rapaz, preto ou cabra, que não tenha vicios e seja boleeiro, de boa figura, dirija-se à rua nova de S. Bento n. 40.",,,,,,,,,,,,,
97,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,compra,procurando serviço,1,,,,,"mocamba, costureira",,,F,12,,escrava,,,"PRECISA-SE comprar huma mocamba de 12 a 14 annos d'idade, que saiba coser, e alguma cousa bordar, e que seja de boa conducta; quem a tiver annuncie por esta folha para ser procurado.",,,,,,,,,,,,,
98,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,compra,procurando serviço,1,,,,,"músico, barbeiro",,,M,,,escravo,"Rua das Violas, 101",,"PRECISA-SE comprar hum escravo preto ou pardo, que saiba tocar clarineta ou rebeca, e melhor será que seja barbeiro; na rua das Violas, n. 101.",,,,,,,,,,,,,
99,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,fuga,,1,,,,,,Joaquim,Moange,M,,preto,escravo,"Rua da Prainha, 85",,"Fugio, no dia 7 de janeiro, hum preto por nome Joaquim, de nação Moange, alto, com pés grossos, e com três chagas nas pernas, duas n'huma e huma na outra: quem delle der noticia, ou o levar à rua da Praianha n. 85, receberá alviçaras. ",,,,,,,,,,,,,
100,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,fuga,,1,,,Bento Antonio Pereira de Magalhães,M,,Bartholomeu,Angola,M,,retinto,escravo,"Porto da Estrella ou Freguesia do Pilar ou Travessa do Senado, 5",Porto da Estrella,"FUGIO, no dia 3 do corrente, hum escravo por nome Bartholomeu, de nação Angola, baixo, grosso, com ponta de barba, bastante retinto, levando no acto da fugida hum cavallo lasão desferrado, frente aberta, calçado de dous pés, e huma malha preta na anca, pertencente a Bento Antonio Pereira de Magalhães, residente na freguezia de Inhomerim; quem entregar o dito escravo no Porto da Estrella a Bento José de Azevedo Coutinho, na freguezia do Pilar a José Malheiro de Mello, e nesta cidade a José Pereira da Silva Pinto, na travessa do Senado n. 5, lojas, será bem gratificado.",,,,,,,,,,,,,
101,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,fuga,,1,,,,,,,Benguela,M,20,preto,escravo,"Rua Larga de São Joaquim, 107",,"Fugio, da padaria da rua larga de S. Joaquim n. 107, no dia 4 de janeiro corrente, hum preto de nação Benguela, idade poucomais ou menos 20 annos, de bonita figura, tendofalta de huma unha e hum dedo, segundo dizem os parceiros, dentes muito bonitos, alto e bem feito, com bastante pennugem pela cara, e esta redonda; recommenda-se muito este preto por certas circumstancias: quem o levar a dita padaria será bem recompensado.",,,,,,,,,,,,,
102,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,fuga,,1,,,,,,Antonio,Inhambane,M,12,,escravo,"Praia dos Mineiros, 43",,"Fugio, no dia 4 de janeiro do corrente anno, hum moleque de idade de 12 annos pouco mais ou menos; de nação Inhambane, com signaes na testa e dos lados, marcado em hum dos peitos, de estatura baixa, cara larga, orelhas pequenas, barrigudo,pés pequenos, e de nome Antonio; levou vestido camisa de riscado azul, calça de dito escuro, com 1 suspensorio branco e outro de chita encarnado; quem o aprehender dirija-se à praia dos Mineiros n. 43, que será bem recompensado.",,,,,,,,,,,,,
103,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,fuga,,1,,,,,,Maria,Caçange,F,12,negra,escrava,"Rua da Prainha, 92",,"Desappareceu, da casa n. 92 da rua da Prainha, no dia 6 do corrente, de manhãa cedo, huma negrinha de nome Maria, de nação Caçange, idade 12 a 13 annos pouco mais ou menos, rosto largo, nariz chato, beiços compridos, estatura baixa e alguma cousa reforçada; levou vestido de riscado azul: quem a levar à mesma casa acima será bem recompensado.",,,,,,,,,,,,,
104,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"barbeiro, sangrador",,,M,,preto,escravo,"Rua de São Pedro, 91",,VENDE-SE hum preto perfeito barbeiro e sangrador; na rua de S. Pedro n. 91.,,,,,,,,,,,,,
105,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"boleeiro, jardineiro",,,M,22,preto,escravo,"Rua do Valongo, 115",,"VENDE-SE, na rua do Valongo n. 115, na condição de ser para fóra da provincia, hum preto de 22 annos, muito bom boleeiro, tanto de almofada como de boléa, e muito habil para tratar e arranjar hum jardim.",,,,,,,,,,,,,
106,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,2,,,,,"costureira, engomadeira, cozinheira/indefinido",,,F/M,indefinido/3,preta,escrava,"Ladeira do Livramento, 59",,"VENDE-SE huma preta com hum filho de 3 annos de idade, sabendo coser perfeitamente, engommar, cozinhar, vestir e pregar huma senhora, e não tem vicios; o motivo da venda he por ella mesma o pedir. Tambem se vende hum preto muito bom cozinheiro, engommador, , e sem vicios nem molestias: na ladeira do Livramento n. 39.",,,,,,,,,,,,,
107,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,2,,,,,"costureiras, engomadeiras, lavadeiras, cozinheiras",,,F,,negras,escravas,"Rua da Cadeia, 68",,"VENDEM-SE, por precisão, duas lindas negrinhas sabendo coser, engommar, lavar e cozinhar; na rua da Cadêa n. 68.",,,,,,,,,,,,,
108,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"cozinheiro, engomador",,,M,,preto,escravo,"Ladeira do Livramento, 59",,"VENDE-SE huma preta com hum filho de 3 annos de idade, sabendo coser perfeitamente, engommar, cozinhar, vestir e pregar huma senhora, e não tem vicios; o motivo da venda he por ella mesma o pedir. Tambem se vende hum preto muito bom cozinheiro, engommador, , e sem vicios nem molestias: na ladeira do Livramento n. 39.",,,,,,,,,,,,,
109,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"lavadeira, costureira",,,F,,preta,escrava,"Rua de S. José, 33",,"VENDE-SE huma preta lavadeira e cozinheira, com boa saude, sem vicios; na rua de S. José n. 33.",,,,,,,,,,,,,
110,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,negra,escrava,"Rua das Flores, 46",,VENDE-SE huma negra que sabe lavar e engommar com perfeição e também cozinha; rua das Flores n. 46.,,,,,,,,,,,,,
111,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,250$000,,,,"mocamba, engomadeira, lavadeira, cozinheira, costureira",,Nação,F,18,,escrava,"Rua do Lavradio, 23",,"VENDE-SE huma mocamba engommadeira e lavadeira, cozinha e cose, he muito humilde e não tem vicios, terá 18 a 20 annos d'idade, e he de nação, por 250$ rs.; na rua do Lavradio, n. 23.",,,,,,,,,,,,,
112,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda,oferecendo serviço,1,,,,,"padeiro, alfaiate",,,M,20,,escravo,"Rua de D. Manoel, 23",,"VENDE-SE hum moleque de 20 annos d'idade, bonita figura, e entende muito de padaria por ter sido criado de pequeno em huma padaria, e tem principios de alfaiate; quem o pretender dirija-se à rua de D. Manoel n. 23.",,,,,,,,,,,,,
113,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda ,oferecendo serviço,1,,,,,"costureira, serviços domésticos",,,F,13,negra,escrava,"Rua da Cadeia, 54",,"VENDE-SE huma bonita negrinha de 13 annos, que cose e faz o serviço da casa; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
114,Jornal do Commercio,6,4,http://memoria.bn.br/docreader/364568_03/24,8-Jan-1840,venda/aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira, costureira",,,F,18,,escrava,"Rua Nova do Livramento, 40",,"VENDE-SE ou aluga-se huma mocamba moça de 18 a 20 annos, sabe lavar, engommar, cozinhar e coser. Vende-se por haver necessidade do seu importe: na rua novado Livramento n. 40.",,,,,,,,,,,,,
115,Jornal do Commercio,7,4,http://memoria.bn.br/docreader/364568_03/28,9-Jan-1840,aluguel,oferecendo serviço,1,,,,,"ama de leite, lavadeira, engomadeira",,Crioula,F,17,,escrava,"Rua de Matacavalos, 13",,"ALUGA-SE huma excellente ama, crioula, de 17 annos de idade, com leite de 9 mezes, do primeiro parto, limpa, robusta e sadia; sabendo bem lavar e engommar liso, e todo o mais serviço proprio para o fim a que se destina: procure-se na rua de Matacavallos n. 13, de manhã até as 8 1/2 horas, e de tarde das 4 horas em diante.",,,,,,,,,,,,,
116,Jornal do Commercio,7,4,http://memoria.bn.br/docreader/364568_03/28,9-Jan-1840,aluguel,procurando serviço,1,,,,,"cozinheira, serviços domésticos",,,F,,preta,escrava,"Rua do Ouvidor, 118",,"PRECISA-SE alugar huma preta de meia idade, que saiba bem cozinhar e entenda do arranjo de huma casa; na rua do Ouvidor n. 118.",,,,,,,,,,,,,
117,Jornal do Commercio,7,4,http://memoria.bn.br/docreader/364568_03/28,9-Jan-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua das Violas, 7",,"ALUGA-SE, na rua das Violas n. 7, hum preto cozinheiro, muito fiel.",,,,,,,,,,,,,
